+---------------------+--------------------------+-------------------------+------------------------+-----------------------+-----------------------+-----------------------+-----------------------+
|        Radius       |          E-Bond          |         E-Under         |         E-Tors         |         E-CSE         |         E-VDW         |         E-COl         |         E-TOT         |
+---------------------+--------------------------+-------------------------+------------------------+-----------------------+-----------------------+-----------------------+-----------------------+
|         0.3         |   -242.32114197032976    |   -2.0977566736380395   |   0.5832079299800187   |  -0.4742259776136976  |   805.0645683955823   |  -0.0349917126988622  |    560.719659991282   |
|         0.35        |   -242.32104661607002    |   -2.0977528411193362   |   0.5832079261739366   |  -0.4742271762859157  |   718.7853354426363   |  -0.03507382254654878 |   474.4404429127884   |
| 0.39999999999999997 |    -242.320735325481     |    -2.097740329178321   |    0.58320791374863    |  -0.4742310894330007  |    639.106457792432   |  -0.03518132308180505 |   394.7617776390065   |
| 0.44999999999999996 |   -242.31985658970706    |   -2.0977050060247073   |   0.5832078786727616   |  -0.47424213576317736 |   566.4124025395997   | -0.035316464352366045 |   322.06849022242517  |
| 0.49999999999999994 |    -242.3176427524847    |   -2.0976159922620727   |   0.5832077902998418   |  -0.47426996518483944 |   500.67446660900896  |  -0.03548078961813084 |   256.3326648997591   |
|  0.5499999999999999 |    -242.3125525555491    |   -2.0974112034015437   |   0.5832075870812883   |  -0.4743339519568081  |   441.61888477064315  |  -0.03567501627078665 |   197.28211963054622  |
|         0.6         |    -242.3016950133896    |   -2.0969738119668806   |   0.5832071534896169   |  -0.4744704356690789  |   388.83480150721147  |  -0.03589893937505978 |   144.50897046030045  |
|         0.65        |   -242.27994361668593    |    -2.096095234855423   |   0.5832062843626664   |  -0.47474385135741676 |   341.8433216391993   |  -0.03615136831453539 |   97.53959385234864   |
|  0.7000000000000001 |   -242.23862738208203    |   -2.0944178795941544   |   0.5832046316634389   |  -0.4752631670107508  |   300.1412765302083   |  -0.03643010531141813 |   55.879742627873405  |
|  0.7500000000000001 |    -242.1636625070698    |    -2.091346234588455   |   0.5832016268999515   |  -0.47620531657314946 |   263.2284967458731   | -0.036731971699882404 |   19.04375234284174   |
|  0.8000000000000002 |    -242.0329692769665    |   -2.0859056498304915   |   0.5831963696279153   |  -0.47784751073960746 |   230.62429378353664  | -0.037052884006567144 |   -13.42628516837858  |
|  0.8500000000000002 |   -241.81301109946233    |   -2.0765111329459094   |   0.5831874674282541   |  -0.48061027331846884 |    201.876878113101   |  -0.03738797755541834 |   -41.94745490275289  |
|  0.9000000000000002 |   -241.45430747370796    |   -2.0605825602789962   |   0.5831728030929902   |  -0.48511247491832926 |   176.56816796034457  |  -0.03773177101643965 |   -66.88639351648416  |
|  0.9500000000000003 |   -240.88580776343989    |   -2.0339192856739787   |   0.5831491847876523   |  -0.49223804006757577 |   154.31561574928094  |  -0.03807836163327924 |   -88.55127851674614  |
|  1.0000000000000002 |   -240.00792743963078    |    -1.989770654833501   |   0.5831117877259733   |  -0.5032116568444701  |   134.77213599992697  |  -0.03842163828372927 |   -107.1840836019395  |
|  1.0500000000000003 |   -238.68289332108588    |   -1.9176815042689483   |   0.5830531535476415   |  -0.5196852746748633  |   117.6248587238731   | -0.038755498364629326 |  -122.95110372097358  |
